name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Datsun RediGO 1.0 T Option,2019,12.87390202,10000,Petrol,Individual,Manual,First Owner,22.5,999,67,5
Ford Ikon 1.6 Nxt,2009,12.10071213,70000,Petrol,Individual,Manual,Second Owner,14.2,1597,92,5
Tata Nano LX,2015,11.77528973,60000,Petrol,Individual,Manual,First Owner,25.4,624,37.48,4
Honda City 2017-2020 GXi,2006,12.50617724,70000,Petrol,Individual,Manual,Second Owner,17.7,1497,78,5
Maruti 800 DX,1997,11.00209984,25000,Petrol,Individual,Manual,Third Owner,16.1,796,37,4
Hyundai Verna 1.6 Xi ABS,2006,12.04355372,90000,Petrol,Individual,Manual,Third Owner,13.9,1599,103.2,5
Hyundai Creta 1.6 CRDi SX,2015,13.7942859,90000,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5
Tata Tiago 1.2 Revotron XM,2018,13.10216067,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
Ford Fiesta Diesel Style,2012,12.54254488,60000,Diesel,Individual,Manual,Second Owner,23.5,1498,88.7,5
Tata Tiago 1.2 Revotron XM,2018,12.87390202,25000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
Maruti Alto 800 VXI,2013,12.04355372,60000,Petrol,Individual,Manual,Fourth & Above Owner,22.74,796,47.3,5
Chevrolet Spark 1.0,2008,10.71441777,70000,Petrol,Individual,Manual,First Owner,18,995,62,5
Maruti Ertiga SHVS VDI,2016,13.36922346,80000,Diesel,Individual,Manual,Second Owner,24.52,1248,88.5,7
Mahindra Scorpio S2 9 Seater,2015,13.38472764,110000,Diesel,Individual,Manual,Second Owner,15.4,2523,75,9
Mahindra Scorpio LX,2013,13.12236338,115717,Diesel,Individual,Manual,First Owner,12.05,2179,120,9
Ford Fusion Plus 1.4 TDCi Diesel,2008,11.40756495,110000,Diesel,Individual,Manual,Second Owner,17.7,1399,68,5
Tata Aria Pure LX 4x2,2014,13.08154138,70000,Diesel,Individual,Manual,Second Owner,15.05,2179,147.9,7
Maruti Swift VXI,2019,13.3534751,4000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
Hyundai i10 Sportz,2011,12.4292162,50000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Hyundai Grand i10 Sportz,2016,12.70684793,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1197,82,5
Hyundai i10 Magna,2009,12.10071213,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Hyundai i20 Magna,2010,12.25486281,50000,Petrol,Individual,Manual,Second Owner,18.5,1197,80,5
Maruti Swift Dzire ZDI,2016,13.21767356,55000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Tata Nexon 1.2 Revotron XZA Plus,2020,13.76421726,5000,Petrol,Individual,Automatic,First Owner,17,1198,108.5,5
Mahindra Bolero 2011-2019 ZLX,2013,12.97154049,100000,Diesel,Individual,Manual,Second Owner,15.96,2523,62.1,7
Hyundai i10 Sportz,2014,12.75995776,23000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Maruti Alto 800 LX,2014,12.18586994,60000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
Maruti Wagon R LXI Minor,2010,11.91839057,70000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5
Maruti Wagon R LXI Minor,2009,11.91839057,60000,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5
Tata Safari Storme VX Varicor 400,2019,14.03865411,100000,Diesel,Individual,Manual,First Owner,14.1,2179,153.86,7
Maruti Ertiga VDI,2015,13.30468493,90000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7
Tata Nano Lx BSIV,2010,11.08214255,26432,Petrol,Dealer,Manual,First Owner,25.4,624,37.48,4
Maruti Omni E 8 Str STD,2016,12.30138283,46702,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,8
Maruti Omni E 8 Str STD,2016,12.30138283,46706,Petrol,Dealer,Manual,First Owner,16.8,796,34.2,8
Tata Indica V2 eXeta GLS,2006,11.60823564,53523,Petrol,Dealer,Manual,First Owner,16.84,1193,64.4,5
Chevrolet Beat Diesel LT,2012,12.07254125,56365,Diesel,Dealer,Manual,First Owner,25.44,936,56.3,5
Chevrolet Spark 1.0 LT,2011,11.98292909,49563,Petrol,Dealer,Manual,First Owner,16.2,995,62.1,5
Maruti 800 Std BSIII,2004,11.08214255,56432,Petrol,Dealer,Manual,First Owner,16.1,796,37,4
Maruti 800 AC,2002,11.00209984,52365,Petrol,Dealer,Manual,Second Owner,16.1,796,37,4
Maruti Alto LXi BSIII,2007,11.69524702,53512,Petrol,Dealer,Manual,Second Owner,19.7,796,46.3,5
Mahindra Ssangyong Rexton RX7,2013,13.81551056,40000,Diesel,Individual,Automatic,First Owner,11.18,2696,184,7
Maruti Wagon R LXI BS IV,2010,12.30138283,46533,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5
Maruti Omni 8 Seater BSIV,2008,11.65267871,58632,Petrol,Dealer,Manual,Second Owner,14,796,35,5
Mahindra XUV500 AT W6 2WD,2016,13.65299163,80000,Diesel,Individual,Automatic,Second Owner,16,2179,140,7
Maruti Ertiga SHVS VDI,2016,13.52782849,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
Renault KWID 1.0 RXT Optional,2017,12.4874851,90000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
Ford Classic 1.6 Duratec Titanium,2014,13.01700286,110000,Petrol,Individual,Manual,Second Owner,14.09,1596,99.6,5
Mahindra Quanto C6,2013,12.32385568,90000,Diesel,Individual,Manual,First Owner,17.21,1493,100,7
Mahindra Scorpio S10 7 Seater,2015,13.93329359,70000,Diesel,Individual,Manual,First Owner,15.4,2179,120,7
Maruti Swift VXI with ABS,2009,12.50617724,80000,Petrol,Individual,Manual,First Owner,16.6,1197,85,5
Maruti Alto LX,2007,11.77528973,78000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
Mahindra Bolero Power Plus SLE,2017,13.39999511,45000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
Maruti Alto K10 VXI,2015,12.3883942,50000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
Maruti Alto 800 LXI,2017,12.52452638,58000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Toyota Innova 2.5 VX 8 STR BSIV,2012,13.52782849,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8
Chevrolet Aveo U-VA 1.2,2007,11.08214255,30000,Petrol,Individual,Manual,Second Owner,14.7,1150,76,5
Tata Safari Storme EX,2017,13.65299163,162000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
Maruti Wagon R LXI CNG,2016,12.61153775,50000,CNG,Individual,Manual,Second Owner,26.6,998,58.16,5
Hyundai i20 1.2 Magna Executive,2018,13.22672339,25000,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5
Mahindra Scorpio 1.99 S6 Plus,2015,13.62313867,60000,Diesel,Individual,Manual,First Owner,15.4,1997,120,7
Hyundai Santro Xing GLS LPG,2010,11.91839057,70000,LPG,Individual,Manual,Third Owner,13.45,1086,62.1,5
Maruti Swift Dzire VDi,2009,12.1281111,138000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
Hyundai i10 Magna,2010,12.10071213,70000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Maruti Alto LXi,2010,11.98292909,48000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Ford Endeavour 3.0L 4X2 AT,2012,13.12236338,110000,Diesel,Individual,Automatic,First Owner,11.4,2953,153.86,7
Maruti Swift VDI BSIV,2014,12.8346813,88000,Diesel,Individual,Manual,Second Owner,25.2,1248,74,5
Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,13.71015004,68000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
Hyundai Grand i10 Sportz,2017,13.03897959,70000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
Renault Duster 85PS Diesel RxL,2014,13.08154138,80000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5
Maruti Swift VDI,2013,12.67607627,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74,5
Maruti Swift VDI,2013,12.82125828,96000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
Maruti Zen LX,2002,11.22524339,30000,Petrol,Individual,Manual,Third Owner,17.3,993,60,5
Maruti Ritz LDi,2016,12.89921983,60000,Diesel,Individual,Manual,Third Owner,23.2,1248,73.94,5
Maruti Swift VDI BSIV,2014,12.95984445,65000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
Maruti Celerio ZXI,2014,12.69158046,48000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
Hyundai Grand i10 Magna,2016,12.76568843,65300,Petrol,Individual,Manual,Second Owner,18.9,1197,82,5
Hyundai i20 1.2 Asta Dual Tone,2018,13.30468493,40000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Chevrolet Beat Diesel,2012,11.69524702,60000,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5
Maruti Alto K10 2010-2014 VXI,2012,12.20607265,70000,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5
Maruti Alto LXi BSIII,2008,11.51292546,70000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5
Hyundai Grand i10 CRDi Asta,2014,12.76568843,70000,Diesel,Individual,Manual,Second Owner,24,1120,70,5
Maruti Alto LXi,2006,11.35040654,150000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti Alto K10 VXI Optional,2019,12.8967167,10000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Hyundai Verna 1.6 CRDI,2014,13.27078338,56000,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5
Datsun RediGO T Option,2017,12.5776362,30000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5
Hyundai Grand i10 Magna,2014,12.84792653,50000,Petrol,Individual,Manual,Second Owner,18.9,1197,82,5
Ford Figo Diesel EXI,2010,12.20607265,120000,Diesel,Individual,Manual,First Owner,20,1399,68,5
Maruti Wagon R LXI CNG,2018,12.87390202,40000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5
Hyundai Grand i10 1.2 Kappa Asta,2017,13.12236338,27500,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Maruti Ertiga VDI,2012,13.16158409,73000,Diesel,Individual,Manual,First Owner,20.77,1248,88.76,7
Maruti Swift Dzire VDI,2017,13.38472764,75000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Renault KWID Climber 1.0 MT,2018,12.84792653,5000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
Maruti Wagon R LXI LPG BSIV,2010,12.52452638,50000,LPG,Individual,Manual,First Owner,26.2,998,58.2,5
Maruti Swift Dzire VDI,2015,13.16158409,70000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Maruti Swift Dzire VDI,2015,13.32121424,60000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Maruti Wagon R LXI,2004,11.35040654,110000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
Renault Duster 85PS Diesel RxL Optional,2013,13.10216067,95000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,5
Hyundai EON Era Plus,2015,12.34583024,34000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Hyundai Grand i10 Sportz,2015,12.92634849,25000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
Maruti Eeco CNG 5 Seater AC BSIV,2019,12.79939949,120000,CNG,Individual,Manual,Second Owner,21.94,1196,61.7,5
Toyota Etios Cross 1.4L GD,2014,13.21767356,31000,Diesel,Individual,Manual,First Owner,23.59,1364,67.06,5
Maruti Wagon R LXI CNG,2018,13.03897959,70000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5
Maruti Ritz VXi (ABS) BS IV,2011,12.15477935,47000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5
Hyundai Santro Magna AMT BSIV,2019,13.12036137,5000,Petrol,Individual,Automatic,First Owner,20.3,1086,68,5
Maruti Eeco 7 Seater Standard BSIV,2018,12.78828827,44000,Petrol,Individual,Manual,First Owner,15.37,1196,73,7
Toyota Etios Diesel TRD Sportivo,2012,12.53537639,120000,Diesel,Individual,Manual,Second Owner,23.59,1364,67.1,5
Fiat Grande Punto EVO 1.3 Active,2014,12.67607627,39395,Diesel,Individual,Manual,First Owner,21.2,1248,75,5
Renault Fluence 1.5,2013,13.27078338,67000,Diesel,Individual,Manual,Second Owner,20.4,1461,108.5,5
Honda City VX CVT,2019,14.07787482,20000,Petrol,Individual,Automatic,First Owner,17.4,1497,117.6,5
Honda Amaze VX i-DTEC,2018,13.62313867,40000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5
Toyota Corolla AE,2004,12.04355372,120000,Petrol,Individual,Manual,Second Owner,13.4,1794,125,5
Toyota Fortuner 4x4 MT,2014,14.34613881,80000,Diesel,Individual,Manual,Second Owner,12.55,2982,168.5,7
Hyundai Santro Sportz BSIV,2018,13.10216067,7000,Petrol,Individual,Manual,First Owner,20.3,1086,68,5
Mahindra XUV500 W4,2018,13.86430072,15000,Diesel,Individual,Manual,First Owner,16,2179,140,7
Chevrolet Beat LT,2016,12.25486281,50000,Petrol,Individual,Manual,First Owner,18.6,1199,76.8,5
Mahindra Scorpio Intelli Hybrid S10,2016,14.03865411,30000,Diesel,Individual,Manual,First Owner,15.4,2179,120,7
Maruti Swift VDI,2012,12.67607627,120000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
Chevrolet Optra Magnum 2.0 LT,2012,12.89921983,64000,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,5
Maruti Ritz VDi,2013,12.67607627,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5
Toyota Corolla Altis Diesel D4DG,2012,13.30468493,85000,Diesel,Individual,Manual,First Owner,21.43,1364,87.2,5
Maruti Alto K10 2010-2014 VXI,2012,12.52452638,50000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Maruti Alto LXi,2009,12.04355372,59000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Chevrolet Beat Diesel LT,2012,11.9511804,98000,Diesel,Individual,Manual,First Owner,25.44,936,57.6,5
Renault Duster 85PS Diesel RxL Plus,2015,13.33747476,140000,Diesel,Individual,Manual,Second Owner,20.45,1461,83.8,5
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,13.18063229,50000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Toyota Etios Liva VD,2015,13.21767356,40000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5
Honda City i DTEC SV,2014,13.30468493,90000,Diesel,Individual,Manual,First Owner,26,1498,98.6,5
Mahindra XUV500 W4,2014,13.383188,117000,Diesel,Individual,Manual,Third Owner,15.1,2179,140,7
Honda City i DTEC SV,2014,13.34550693,90000,Diesel,Individual,Manual,First Owner,26,1498,98.6,5
Chevrolet Spark 1.0 PS,2010,11.73606902,70000,Petrol,Individual,Manual,First Owner,16,995,63,5
Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,12.62806706,230000,Diesel,Individual,Manual,Second Owner,13.58,2499,72.4,9
Maruti SX4 ZXI MT BSIV Leather,2010,12.56024446,155000,Petrol,Individual,Manual,Second Owner,15.5,1586,103.3,5
Tata Xenon XT EX 4X4,2015,13.30468493,60000,Diesel,Individual,Manual,Second Owner,13.49,2179,138.03,5
Mahindra KUV 100 mFALCON G80 K8,2016,12.96219463,110000,Petrol,Individual,Manual,First Owner,18.15,1198,82,6
Tata Indica Vista Terra 1.4 TDI,2010,12.10071213,120000,Diesel,Individual,Manual,First Owner,17,1405,71,5
Hyundai Verna 1.6 VGT CRDi,2011,12.89921983,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Chevrolet Beat LS,2010,11.69524702,40000,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5
Tata Manza Aura (ABS) Quadrajet BS IV,2012,12.61153775,110000,Diesel,Individual,Manual,Second Owner,21.12,1248,88.8,5
Maruti Alto K10 2010-2014 VXI,2011,12.15477935,92500,Petrol,Individual,Manual,Second Owner,20.92,998,67.1,5
Maruti Alto 800 LXI,2017,12.64432758,20000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5
Renault KWID RXL,2019,12.84792653,15000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Mahindra Bolero Power Plus ZLX,2019,13.51440547,14000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
Datsun RediGO T Option,2016,12.46843691,35000,Petrol,Individual,Manual,First Owner,22.7,799,53.64,5
Maruti Alto K10 VXI,2017,12.67607627,32000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
Maruti Wagon R LXI CNG,2013,12.25961341,90000,CNG,Individual,Manual,First Owner,26.6,998,58.16,5
Maruti Swift Dzire VXI 1.2 BS IV,2018,13.38472764,35000,Petrol,Individual,Manual,First Owner,22,1197,81.8,5
Maruti Swift Dzire VDI,2017,13.38626492,32500,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,5
Maruti Alto K10 VXI AGS,2019,12.84792653,14000,Petrol,Individual,Automatic,First Owner,23.95,998,67.05,5
Chevrolet Beat Diesel LT,2014,11.98292909,70000,Diesel,Individual,Manual,Third Owner,25.44,936,56.3,5
Hyundai Verna VTVT 1.6 AT SX Option,2019,14.05452746,20000,Petrol,Individual,Automatic,First Owner,17,1591,121.3,5
Maruti Wagon R Duo Lxi,2011,12.61153775,300000,LPG,Individual,Manual,First Owner,26.2,998,58.2,5
Maruti Swift VDI Optional,2015,12.91164235,100000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
Mahindra XUV500 W8 2WD,2015,13.65299163,64800,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
Mahindra Bolero Power Plus ZLX,2017,13.42984808,90000,Diesel,Individual,Manual,First Owner,16.5,1493,70,7
Hyundai Xcent 1.2 Kappa SX Option,2014,12.96453695,80000,Petrol,Individual,Manual,First Owner,19.1,1197,82,5
Hyundai Verna 1.4 CRDi,2015,13.17115354,248000,Diesel,Individual,Manual,First Owner,24.8,1396,88.7,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,13.8353122,60000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7
Toyota Innova 2.5 G2,2005,12.40901349,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8
Hyundai Elantra CRDi SX,2015,13.67624734,120000,Diesel,Individual,Manual,First Owner,22.7,1582,126.2,5
Maruti Wagon R Duo Lxi,2010,11.98292909,66444,LPG,Individual,Manual,First Owner,26.2,998,58.2,5
Maruti Vitara Brezza VDi Option,2016,13.45883561,86000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
Nissan Sunny Diesel XV,2012,12.61153775,90000,Diesel,Individual,Manual,First Owner,21.64,1461,84.8,5
Honda Civic 1.8 S AT,2007,12.07254125,218463,Petrol,Individual,Automatic,First Owner,12.9,1799,130,5
Toyota Innova 2.5 VX 8 STR,2012,13.77468856,153000,Diesel,Individual,Manual,First Owner,12.8,2494,102,8
Mahindra Thar CRDe AC,2014,13.17115354,70000,Diesel,Individual,Manual,Second Owner,16.55,2498,105,6
Hyundai Grand i10 CRDi Sportz,2015,12.7512997,60000,Diesel,Individual,Manual,First Owner,24,1120,70,5
Honda Amaze S i-Vtech,2015,12.87390202,50000,Petrol,Individual,Manual,First Owner,18,1198,86.7,5
Datsun GO T Option BSIV,2015,12.52452638,20000,Petrol,Individual,Manual,First Owner,20.63,1198,67,5
Chevrolet Sail 1.2 LS ABS,2014,12.64432758,35000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,13.12236338,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
Chevrolet Sail Hatchback LT ABS,2013,12.20607265,70000,Diesel,Individual,Manual,First Owner,22.1,1248,76.9,5
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,13.38472764,53000,Diesel,Individual,Manual,First Owner,20.14,1498,88,5
Honda City i-DTEC VX,2018,13.84603976,60000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5
Hyundai EON 1.0 Era Plus,2018,12.70684793,70000,Petrol,Individual,Manual,First Owner,20.3,998,68.05,5
Hyundai Santro Era,2019,12.8967167,4000,Petrol,Individual,Manual,First Owner,20.3,1086,68,5
Hyundai i10 Magna,2012,12.4292162,103000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,13.30468493,20000,Diesel,Individual,Manual,First Owner,24,1186,73.97,5
Maruti Swift VDI,2013,12.8346813,77000,Diesel,Individual,Manual,First Owner,22.9,1248,74,5
Volkswagen Vento Diesel Highline,2012,12.8346813,90000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5
Hyundai Verna 1.6 CRDi EX MT,2013,13.00582956,87185,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5
Maruti Wagon R LXI,2003,10.91508846,167000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,2016,13.32285224,77000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Hyundai Verna 1.4 CRDi,2014,13.03897959,110000,Diesel,Individual,Manual,Second Owner,24.8,1396,88.7,5
Ford Fiesta EXi 1.4 TDCi Ltd,2011,12.52452638,120000,Diesel,Individual,Manual,Second Owner,17.8,1399,68,5
Hyundai Santro Xing GLS CNG,2011,12.1281111,170000,CNG,Individual,Manual,First Owner,11.88,1086,62.1,5
Hyundai Verna 1.6 SX,2012,12.87390202,100000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
Chevrolet Spark 1.0 LT,2007,11.1844214,40000,Petrol,Individual,Manual,Second Owner,18,995,62,5
Tata Indica V2 DL BSIII,2007,11.40756495,50000,Diesel,Individual,Manual,First Owner,17.88,1396,52.8,5
Toyota Etios GD,2015,13.12236338,125000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5
Maruti Wagon R LXI CNG,2011,12.20607265,137000,CNG,Individual,Manual,First Owner,26.2,998,58.2,5
Mahindra XUV500 W9 BSIV,2019,14.26976583,18000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7
Hyundai Grand i10 Sportz,2015,13.14412487,30000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
Fiat Grande Punto 1.4 Emotion,2009,11.91839057,55000,Petrol,Individual,Manual,First Owner,14.6,1368,88.7,5
Toyota Innova Crysta 2.7 GX AT 8 STR,2020,14.22097567,40000,Petrol,Individual,Automatic,First Owner,10.75,2694,163.7,8
Maruti Alto 800 LXI,2013,12.1281111,80000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
Maruti Baleno Delta 1.2,2018,13.21767356,30000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
Maruti Alto K10 VXI,2017,12.69158046,3564,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
Maruti Swift Dzire VDI Optional,2015,13.17115354,80000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Force One SX ABS 7 Seating,2018,13.86430072,13000,Diesel,Individual,Manual,First Owner,17,2200,139.01,7
Tata Indigo CS eVX,2012,12.61153775,120000,Diesel,Individual,Manual,First Owner,25,1396,69,5
Chevrolet Beat LT,2011,11.69524702,90000,Petrol,Individual,Manual,First Owner,18.6,1199,79.4,5
Hyundai Santro Xing GLS,2011,12.04355372,50000,Petrol,Individual,Manual,Third Owner,17.92,1086,62.1,5
Tata Indigo CS eLX BS IV,2010,12.67607627,42000,Diesel,Individual,Manual,First Owner,23.03,1396,69,5
Maruti Celerio ZXI AT,2016,12.76568843,17000,Petrol,Individual,Automatic,First Owner,23.1,998,67.04,5
